Date,Stock,Source,Headline,URL
2025-04-18,Nvidia,CNA,Commentary: Nvidia chips don’t belong on the bargaining table,https://www.channelnewsasia.com/commentary/nvidia-chips-trump-tariffs-china-trade-war-ai-5073861
2025-04-18,Nvidia,Bangkok Post,Stocks make small gains amid trade talk hope,https://www.bangkokpost.com/business/general/3006291/stocks-make-small-gains-amid-trade-talk-hope
2025-04-18,Nvidia,Yahoo Entertainment,Trump Blinks: Tariff Retreat Sends Markets Soaring--TikTok Deal Now a Bargaining Chip,https://finance.yahoo.com/news/trump-blinks-tariff-retreat-sends-183948289.html
2025-04-18,Nvidia,CNET,Razer Is Once Again Selling at Least One of Its Laptops Despite Tariffs,https://www.cnet.com/tech/gaming/razer-is-back-to-selling-one-of-its-laptops-despite-tarrifs/
2025-04-18,Nvidia,CNET,Razer Is Back to Selling One of Its Laptops Despite Tariffs,https://www.cnet.com/tech/gaming/razer-is-back-to-selling-one-of-its-laptops-despite-tariffs/
2025-04-18,Nvidia,Biztoc.com,’s Growth Outlook Adjusted by UBS Over China Export Restrictions,https://biztoc.com/x/38c7b6fcec34e98c
2025-04-18,Nvidia,PR Newswire UK,Large Language Model Operationalization (LLMOps) Software Market Set for Explosive 21.3% CAGR Growth | Valuates Reports,https://www.prnewswire.co.uk/news-releases/large-language-model-operationalization-llmops-software-market-set-for-explosive-21-3-cagr-growth--valuates-reports-302432538.html
2025-04-18,Nvidia,Yahoo Entertainment,NVIDIA Corporation (NVDA)’s Growth Outlook Adjusted by UBS Over China Export Restrictions,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_1623afea-5aa0-4a4a-966b-744655f0f2ce
2025-04-18,Nvidia,Biztoc.com,Evaluating NVIDIA Against Peers In Semiconductors & Semiconductor Equipment Industry,https://biztoc.com/x/0e9596054e7e579e
2025-04-18,Nvidia,Biztoc.com,"Tech Earnings Have Good News for Chip Stocks, So Far. And 1 Warning",https://biztoc.com/x/5987ebb304b19718
2025-04-18,Nvidia,Yahoo Entertainment,RBC Bearings (RBC) Surged on Strong Financial Results,https://finance.yahoo.com/news/rbc-bearings-rbc-surged-strong-143134232.html
2025-04-18,Nvidia,Legalinsurrection.com,"Surge of Investment Fuels Wave of Facility Construction, Expansion Across U.S.",https://legalinsurrection.com/2025/04/surge-of-investment-fuels-wave-of-facility-construction-expansion-across-u-s/
2025-04-18,Nvidia,Ambcrypto.com,"TAO crypto soars 12%, FET crypto up 10%: 2 reasons why AI coins have revived",https://ambcrypto.com/tao-crypto-soars-12-fet-crypto-up-10-2-reasons-why-ai-coins-have-revived/
2025-04-18,Nvidia,Financial Post,ASUS Introduces Upgraded TUF Gaming A14 for Ultimate Performance,https://financialpost.com/globe-newswire/asus-introduces-upgraded-tuf-gaming-a14-for-ultimate-performance
2025-04-18,Nvidia,GlobeNewswire,ASUS Introduces Upgraded TUF Gaming A14 for Ultimate Performance,https://www.globenewswire.com/news-release/2025/04/18/3064069/0/en/ASUS-Introduces-Upgraded-TUF-Gaming-A14-for-Ultimate-Performance.html
2025-04-18,Nvidia,Yahoo Entertainment,Factors That Drive Kinsale Capital Group’s (KNSL) Growth,https://finance.yahoo.com/news/factors-drive-kinsale-capital-group-123321645.html
2025-04-18,Nvidia,Yahoo Entertainment,FTAI Aviation Ltd. (FTAI) Slid After a Short-Seller Report,https://finance.yahoo.com/news/ftai-aviation-ltd-ftai-slid-121633473.html
2025-04-24,Nvidia,CNBC,Jim Cramer credits this week's rally to earnings and restraint from the White House,https://www.cnbc.com/2025/04/24/jim-cramer-attributes-rally-to-earnings-less-noise-from-white-house.html
2025-04-24,Nvidia,The Star Online,U.S. stocks extend gains amid rate cut hope,https://www.thestar.com.my/news/world/2025/04/25/us-stocks-extend-gains-amid-rate-cut-hope
2025-04-24,Nvidia,Japan Today,SK hynix posts record profits thanks to strong AI demand,https://japantoday.com/category/tech/sk-hynix-posts-record-profits-thanks-to-strong-ai-demand
2025-04-24,Nvidia,Yahoo Entertainment,Is NVIDIA Corporation (NVDA) the Best Aggressive Growth Stock to Buy Now?,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_a3bd8cf1-62e9-484b-a42a-9e492b2fdef2
2025-04-24,Nvidia,Independent.ie,Intel delivers disappointing forecast ahead of job cuts to bring costs in line with smaller size,https://www.independent.ie/business/technology/intel-delivers-disappointing-forecast-ahead-of-job-cuts-to-bring-costs-in-line-with-smaller-size/a1964042355.html
2025-04-24,Nvidia,Investopedia,Google Parent Alphabet's Stock Climbs as AI-Fueled Search Growth Drives Revenue Beat,https://www.investopedia.com/google-parent-alphabet-earnings-q1-fy2025-11718719
2025-04-24,Nvidia,Blog.google,Q1 2025 earnings call: CEO’s remarks,https://blog.google/inside-google/message-ceo/alphabet-earnings-q1-2025/
2025-04-24,Nvidia,Yahoo Entertainment,"Tech stocks climb as Nvidia, Amazon reject claims of AI buildout slowdown",https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_0012d661-6c14-4b56-b2f2-16f70c22cdf9
2025-04-24,Nvidia,CNBC,"Intel issues weak guidance, says it will slash expenses this year",https://www.cnbc.com/2025/04/24/intel-intc-q1-2025-earnings-report.html
2025-04-24,Nvidia,Forbes,Google Earnings Stock Soars As Q1 Results Shatter Expectations,https://www.forbes.com/sites/dereksaul/2025/04/24/google-earnings-stock-soars-as-q1-results-shatter-expectations/
2025-04-24,Nvidia,Forbes,5 Top Stocks To Buy Now For May 2025,https://www.forbes.com/sites/investor-hub/article/best-stocks-buy-now-may-2025/
2025-04-24,Nvidia,IGN,PSA: MSI Sells Its Nvidia GeForce RTX 50-Series Blackwell Graphic Cards Under a Pen Name at Walmart,https://www.ign.com/articles/msi-nvidia-geforce-rtx-50-series-blackwell-graphics-cards-deals-5060-5070-5080-5090
2025-04-24,Nvidia,Yahoo Entertainment,"VRT Q1 Earnings Call: Vertiv Lifts Full-Year Outlook Amid Data Center Demand, Tariff Management",https://finance.yahoo.com/news/vrt-q1-earnings-call-vertiv-192504405.html
2025-04-24,Nvidia,Investor's Business Daily,Uber Stock Gains On New Robotaxi Partnership With Volkswagen,https://www.investors.com/news/technology/uber-stock-gains-on-new-robotaxi-partnership-with-volkswagen/
2025-04-24,Nvidia,CNBC,Alphabet to report Q1 earnings results after the bell,https://www.cnbc.com/2025/04/24/alphabet-googl-q1-earnings-report-2025.html
2025-04-24,Nvidia,Biztoc.com,Should You Forget Nvidia and Buy These 2 Millionaire-Maker AI Stocks Instead?,https://biztoc.com/x/5c9a351ba3ac7f0a
2025-04-24,Nvidia,Biztoc.com,Micron Stock Is Rising. How Earnings From a Rival Are Helping,https://biztoc.com/x/219654728af02399
2025-04-24,Nvidia,Biztoc.com,Here's What to Expect From Automatic Data Processing's Next Earnings Report,https://biztoc.com/x/19f4a0da29d062ad
2025-04-24,Nvidia,Biztoc.com,"Hasbro Stock Soars, CEO Says ‘Well Positioned’ on Tariffs",https://biztoc.com/x/d2bef071ca1bca0b
2025-04-24,Nvidia,Biztoc.com,Palantir Stock Extends Gains. Why Analysts Think It Could Rise as High as $125,https://biztoc.com/x/4b67b26f343eaf24
2025-04-24,Nvidia,Biztoc.com,Nvidia Stock Climbs. It’s Headed for Its 3rd Straight Day of Gains,https://biztoc.com/x/efcb2f738b790bd0
2025-04-24,Nvidia,Biztoc.com,Japan weighs buying more US soybeans as part of tariff deal,https://biztoc.com/x/8b5b5b87e2be7ee8
2025-04-24,Nvidia,Yahoo Entertainment,ServiceNow Stock Soars 15.5% After AI Breakthroughs and Bold $12.7B Forecast,https://finance.yahoo.com/news/servicenow-stock-soars-15-5-152915894.html
2025-04-24,Nvidia,Biztoc.com,Private Lenders in Europe Want In on the ‘Sell America’ Movement,https://biztoc.com/x/1a94576b578f65fd
2025-04-24,Nvidia,Biztoc.com,This Key Risk Could Trigger a Double-Digit Nvidia Stock Plunge,https://biztoc.com/x/b295bd6b93eae5c4
2025-04-24,Nvidia,Biztoc.com,Newmont Stock Leads Gold Miners’ Gains as Profit Tops Estimates,https://biztoc.com/x/87864105a848b19e
2025-04-24,Nvidia,Biztoc.com,Bank Stocks Are Rising Again. Now Isn’t the Time to Buy,https://biztoc.com/x/677225696df0bde7
2025-04-24,Nvidia,Biztoc.com,Stocks Rally on Strength in Big Tech and Dovish Fed Speak,https://biztoc.com/x/640cfc833e82034d
2025-04-30,Nvidia,Yahoo Entertainment,"Closing Bell Movers: Snap falls 14% after Q1 results, no guidance",https://finance.yahoo.com/news/closing-bell-movers-snap-falls-234039126.html
2025-04-30,Nvidia,Yahoo Entertainment,"Stock market today: Nasdaq lead S&P 500, Dow higher as Microsoft, Meta earnings reassure Wall Street",https://finance.yahoo.com/news/live/stock-market-today-nasdaq-leads-sp-500-dow-higher-as-microsoft-meta-earnings-reassure-wall-street-133642500.html
2025-04-30,Nvidia,Biztoc.com,Nvidia Stock Surges After Hours: What's Going On?,https://biztoc.com/x/f1076c75128c8a18
2025-04-30,Nvidia,Livemint,"Meta Jumps As Advertising, AI Spending Defy Tariff Concerns",https://www.livemint.com/companies/news/meta-jumps-as-advertising-ai-spending-defy-tariff-concerns-11746050525654.html
2025-04-30,Nvidia,Yahoo Entertainment,"Advanced Micro Devices, Inc. (AMD) Started With a Buy Rating by Investment Bank",https://finance.yahoo.com/news/advanced-micro-devices-inc-amd-214525987.html
2025-04-30,Nvidia,Sinocism.com,Still no US-China talks; Disappointing April data; Private enterprise law passes; Miao Hua; Xi on 15th Five-Year Plan; New white paper on Covid-19,https://sinocism.com/p/still-no-us-china-talks-disappointing
2025-04-30,Nvidia,Yahoo Entertainment,Nvidia hit with Sell rating. Analysts say upside is priced in.,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_a42011a9-8eb2-42e2-a58f-de94ae7b569e
2025-04-30,Nvidia,Yahoo Entertainment,"’No evidence’ SMCI’s weak guidance hurts NVIDIA, Navellier says",https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_f70c2088-14c3-4676-9739-f8579f4a17d4
2025-04-30,Nvidia,TheWrap,"Meta’s First Quarter Profit Soars 35%, Posts Second-Best Revenue Ever",https://www.thewrap.com/meta-first-quarter-earnings/
2025-04-30,Nvidia,Forbes,Meta And Microsoft Stocks Soar On Robust Earnings Reports,https://www.forbes.com/sites/dereksaul/2025/04/30/meta-and-microsoft-stocks-soar-on-robust-earnings-reports/
2025-04-30,Nvidia,Slashdot.org,Nvidia’s stock gets a rare sell call – due to ‘mounting questions’ about AI - MarketWatch,https://slashdot.org/firehose.pl?op=view&amp;id=177224901
2025-04-30,Nvidia,Yahoo Entertainment,"Is Micron Technology, Inc. (MU) the Cheap Semiconductor Stock to Buy Now?",https://finance.yahoo.com/news/micron-technology-inc-mu-cheap-183734546.html
2025-04-30,Nvidia,Yahoo Entertainment,"Nvidia Slammed With ""Sell"" Rating on Overvaluation and Supply Constraints",https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_d6ac1b25-b267-4441-93f5-f8affdb311fb
2025-04-30,Nvidia,Biztoc.com,"Stock Market Today: Dow Jones Falls On GDP Shock; Nvidia, Tesla Dive As Super Micro Crashes (Live Coverage)",https://biztoc.com/x/3130b84c86bf20f3
2025-04-30,Nvidia,PBS,Stocks sink after weak GDP report but halve losses after inflation update,https://www.pbs.org/newshour/nation/stocks-sink-after-weak-gdp-report-but-halve-losses-after-inflation-update
2025-04-30,Nvidia,Tom's Hardware UK,Nvidia RTX 50-series demand drops in Germany — cheapest models of all but RTX 5090 priced at MSRP or lower,https://www.tomshardware.com/pc-components/gpus/nvidia-rtx-50-series-demand-drops-in-germany-cheapest-models-of-all-but-rtx-5090-priced-at-msrp-or-lower
2025-04-30,Nvidia,Yahoo Entertainment,Nvidia gets rare sell rating as Seaport says AI fully priced in,https://finance.yahoo.com/news/nvidia-gets-rare-sell-rating-173053311.html
2025-04-30,Nvidia,Yahoo Entertainment,"Dividend Investor Who Earned $18,000 a Month Despite 'Bloody' Selloff Shares His Top 6 Stock Picks",https://finance.yahoo.com/news/dividend-investor-earned-18-000-172305100.html
2025-04-30,Nvidia,Biztoc.com,The One AI Stock You Should Not Buy,https://biztoc.com/x/2f24721b7b85888e
2025-04-30,Nvidia,Biztoc.com,"Down 83% After Nvidia Hype Fades, Is WeRide a Buy Now?",https://biztoc.com/x/682846a6c172c0b0
2025-05-06,Nvidia,Benzinga,"Grant Cardone Says, 'America About To Have Greatest Resurgence In Its 250-Year History,' Thanks Trump For Encouraging Big Tech To Come Home",https://www.benzinga.com/news/25/05/45239391/grant-cardone-says-america-about-to-have-greatest-resurgence-in-its-250-year-history-thanks-trump-for-encouraging-big-tech-to-come-home
2025-05-06,Nvidia,SiliconANGLE News,DigitalOcean shares drop after strong first quarter,https://siliconangle.com/2025/05/06/digitalocean-shares-drop-strong-first-quarter/
2025-05-06,Nvidia,SiliconANGLE News,DigitalOcean shares drop despite strong first quarter,https://siliconangle.com/2025/05/06/digitalocean-shares-drop-despite-strong-first-quarter/
2025-05-06,Nvidia,Yahoo Entertainment,AMD’s Bullish Sales Outlook Tempered by China Concerns,https://finance.yahoo.com/news/amd-warns-china-rules-hit-214726303.html
2025-05-06,Nvidia,The Star Online,U.S. stocks drop on concerns over trade tensions,https://www.thestar.com.my/news/world/2025/05/07/us-stocks-drop-on-concerns-over-trade-tensions
2025-05-06,Nvidia,Investopedia,Supermicro Stock Drops as Server Maker Lowers Its Revenue Outlook,https://www.investopedia.com/supermicro-stock-drops-as-server-maker-lowers-its-revenue-outlook-11729617
2025-05-06,Nvidia,Yahoo Entertainment,Nvidia CEO Jensen Huang says dropping chip restrictions would bring jobs to the US,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_d193086b-374b-4369-9a49-74c2318fdab2
2025-05-06,Nvidia,Biztoc.com,"Grant Cardone Says, 'America About To Have Greatest Resurgence In Its 250-Year History,' Thanks Trump For Encouraging Big Tech To Come Home",https://biztoc.com/x/ac296ae34d6e1496
2025-05-06,Nvidia,CNBC,AMD earnings beat as overall sales surge by 36%,https://www.cnbc.com/2025/05/06/amd-earnings-report-q1-2025-.html
2025-05-06,Nvidia,CNA,Chipmaker AMD forecasts second-quarter revenue above estimates,https://www.channelnewsasia.com/business/chipmaker-amd-forecasts-second-quarter-revenue-above-estimates-5112926
2025-05-06,Nvidia,Biztoc.com,"Nvidia, Broadcom Lead Fund Manager Buys Even As Semiconductor Sector Cools: Analysts",https://biztoc.com/x/a387794918ba0902
2025-05-06,Nvidia,Yahoo Entertainment,"AMD posts better than anticipated Q1 earnings, stock jumps on strong Q2 outlook",https://finance.yahoo.com/news/amd-posts-better-than-anticipated-q1-earnings-stock-jumps-on-strong-q2-outlook-202218392.html
2025-05-06,Nvidia,Yahoo Entertainment,Chipmaker AMD forecasts second-quarter revenue above estimates,https://finance.yahoo.com/news/chipmaker-amd-forecasts-second-quarter-201955153.html
2025-05-06,Nvidia,CNA,Super Micro forecasts fourth-quarter revenue below estimates; shares fall,https://www.channelnewsasia.com/business/super-micro-forecasts-fourth-quarter-revenue-below-estimates-shares-fall-5112901
2025-05-06,Nvidia,MarketWatch,10 tech stocks that could rally up to 41% — and make good use of your money,https://www.marketwatch.com/story/10-tech-stocks-that-could-rally-up-to-41-and-make-good-use-of-your-money-65e4043b
2025-05-06,Nvidia,Forbes,Beyond Valuation Ratios: 3 Undervalued Stocks To Buy In May 2025,https://www.forbes.com/sites/investor-hub/article/best-undervalued-stocks-to-buy-may-2025/
2025-05-06,Nvidia,Biztoc.com,Nvidia CEO says being locked out of China AI market would be 'tremendous loss',https://biztoc.com/x/66bf9c6aab653f07
2025-05-06,Nvidia,CNBC,Nvidia CEO says being locked out of China AI market would be 'tremendous loss',https://www.cnbc.com/2025/05/06/nvidia-ceo-says-missing-china-ai-market-would-be-tremendous-loss-.html
2025-05-06,Nvidia,Yahoo Entertainment,"AMD, Arm Offer Window Into AI Landscape Ahead of Nvidia Earnings",https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_ad6ede0f-8492-4081-b4c1-6524dce3bc02
2025-05-06,Nvidia,Digitalocean.com,How to Deploy Qwen-3 on DigitalOcean GPU Droplets,https://www.digitalocean.com/community/tutorials/how-to-use-qwen-3-on-gpu-droplet
2025-05-06,Nvidia,The Times of India,US stocks sink again as more companies detail damage they're taking because of Trump's trade war,https://economictimes.indiatimes.com/tech/technology/us-stocks-sink-again-as-more-companies-detail-damage-theyre-taking-because-of-trumps-trade-war/articleshow/120938819.cms
2025-05-06,Nvidia,Biztoc.com,"AMD, Arm offer window into AI landscape ahead of Nvidia earnings",https://biztoc.com/x/5de70ee7d2f632b5
2025-05-06,Nvidia,Biztoc.com,"AMD to report Q1 earnings as AI, tariffs remain in focus",https://biztoc.com/x/56f16e35a9ccd3d5
2025-05-06,Nvidia,Yahoo Entertainment,"AMD to report Q1 earnings as AI, tariffs remain in focus",https://finance.yahoo.com/news/amd-to-report-q1-earnings-as-ai-tariffs-remain-in-focus-153545773.html
2025-05-06,Nvidia,Techtarget.com,"Staying nonprofit could slow, not stop, OpenAI fundraising",https://www.techtarget.com/searchenterpriseai/news/366623668/Staying-nonprofit-could-slow-not-stop-OpenAI-fundraising
2025-05-06,Nvidia,Yahoo Entertainment,"Advanced Micro Devices, Inc. (AMD) Is a Good Buy on Weakness, Commentator Suggests",https://finance.yahoo.com/news/advanced-micro-devices-inc-amd-145952689.html
2025-05-11,Nvidia,Biztoc.com,Traders Eye Longer-Term Options to Hedge Post-Tariff Shock Rally,https://biztoc.com/x/b70d51f8680ae434
2025-05-11,Nvidia,Biztoc.com,Investors Seeking Emerging Currency Bargains Zero In on Asia,https://biztoc.com/x/28f85e2489db7759
2025-05-11,Nvidia,Slashdot.org,"Got $3,000? 2 Artificial Intelligence (AI) Stocks to Buy and Hold for the Long Term - Nasdaq",https://slashdot.org/firehose.pl?op=view&amp;id=177438985
2025-05-11,Nvidia,Slashdot.org,2 No-Brainer Artificial Intelligence (AI) Stocks to Buy Right Now - The Motley Fool,https://slashdot.org/firehose.pl?op=view&amp;id=177433661
2025-05-10,Nvidia,Biztoc.com,"Got $3,000? 2 Artificial Intelligence (AI) Stocks to Buy and Hold for the Long Term",https://biztoc.com/x/45d4146cf6f5f1db
2025-05-10,Nvidia,Biztoc.com,"The Smartest Data Center/AI Stocks to Buy With $2,000 Right Now",https://biztoc.com/x/6c704f5934ee7d4b
2025-05-10,Nvidia,Biztoc.com,Elon Musk Thinks Tesla Will Be Worth More Than Nvidia. Is It Time to Finally Buy the Stock?,https://biztoc.com/x/ea9937d50c142fda
2025-05-10,Nvidia,Yahoo Entertainment,Elon Musk Thinks Tesla Will Be Worth More Than Nvidia. Is It Time to Finally Buy the Stock?,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_1cf22b34-0bd4-4cbf-b057-2375577ad359
2025-05-10,Nvidia,Wccftech,Intel Drops Support For Deep Link For Intel-Based Systems; Stops Its Maintenance And Future Updates,https://wccftech.com/intel-drops-support-for-deep-link-for-intel-based-systems-stops-its-maintenance-and-future-updates/
2025-05-10,Nvidia,Biztoc.com,Cathie Wood Goes Bargain Hunting. 1 Dirt Cheap Artificial Intelligence (AI) Chip Stock She Just Bought (Hint: It's Not Nvidia),https://biztoc.com/x/2c0041cb888ad48d
2025-05-10,Nvidia,Biztoc.com,2 No-Brainer Artificial Intelligence (AI) Stocks to Buy Right Now,https://biztoc.com/x/35a0cbb154de45bb
2025-05-10,Nvidia,Yahoo Entertainment,Cathie Wood Goes Bargain Hunting. 1 Dirt Cheap Artificial Intelligence (AI) Chip Stock She Just Bought (Hint: It's Not Nvidia),https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_215b28c5-8428-4f90-9c0b-3358632ee34b
2025-05-10,Nvidia,Biztoc.com,30 AI stocks that could surge up to 73% — and are loved by a bullish tech analyst,https://biztoc.com/x/fc5af3fd62333652
2025-05-10,Nvidia,Yahoo Entertainment,"MSFT, PLTR, and NVDA: Daniel Ives Picks the Best AI Stocks to Buy",https://finance.yahoo.com/news/msft-pltr-nvda-daniel-ives-102032665.html
